I_CODE	A_TYPE	M_TYPE	PRODUCT_CYCLIC	RISK_GRADE	COLLECT_CURRENCY	COLLECT_DATE_BEG	COLLECT_DATE_END	BASE_SALE_AMOUNT	REDEEM_SETTLE_ACCOUNT_NAME	REP_MTR_DATE	REP_RTN_RATE	REP_BEG_DATE	START_DT
FSAA15134B	SPT_LBS	X_CNBD		2	CNY	2015-03-19	2015-03-19	200000.000000	非凡资产管理双月增利高端款	2015-05-25	0.054500	2015-03-24	2015/12/21
FGAA15819Z	SPT_LBS	X_CNBD		2	CNY	2015-12-25	2015-12-25	100000000.000000	非凡资产管理4个月增利对公款	2016-05-25	0.042000	2015-12-25	2015/12/29
FGAA14130T	SPT_LBS	X_CNBD		2	CNY	2014-08-28	2014-08-28	10000000.000000	非凡资产管理双月增利对公款	2014-11-03	0.051000	2014-09-01	2015/10/15
FGAA15761Z	SPT_LBS	X_CNBD		2	CNY	2015-12-21	2015-12-21	100000000.000000	非凡资产管理半年增利对公款	2016-07-27	0.042000	2015-12-22	2015/12/21
FSAA14017N	SPT_LBS	X_CNBD	115	2	CNY	2014-01-29	2014-02-06	100000.000000		2014-03-14	0.061000	2014-02-07	2015/10/15
FGAA14037T	SPT_LBS	X_CNBD	122	2	CNY	2014-03-20	2014-03-24	10000000.000000		2014-04-29	0.053000	2014-03-25	2015/10/15
FSAA14110D	SPT_LBS	X_CNBD	126	2	CNY	2014-04-21	2014-04-21	1000000.000000	非凡资产管理双月增利尊享款	2014-06-24	0.056000	2014-04-24	2015/10/15
FSAA13297N	SPT_LBS	X_CNBD	111	2	CNY	2014-01-07	2014-01-09	100000.000000		2014-04-10	0.059500	2014-01-10	2015/10/15
FSAA1595CB	SPT_LBS	X_CNBD		2	CNY	2015-11-26	2015-11-26	50000.000000	非凡资产管理35天增利普通款	2016-01-07	0.048500	2015-12-03	2015/11/25
FSAA1527PA	SPT_LBS	X_CNBD		2	CNY	2015-04-02	2015-04-02	50000.000000	非凡资产管理4个月增利普通款	2015-08-13	0.054000	2015-04-09	2015/12/21
FSAA14007D	SPT_LBS	X_CNBD	113	2	CNY	2014-01-22	2014-01-23	1000000.000000		2014-04-24	0.059500	2014-01-24	2015/10/15
FGAA16125X	SPT_LBS	X_CNBD		2	CNY	2016-03-31	2016-03-31	100000000.000000	非凡资产管理半年增利对公款	2016-09-14	0.036500	2016-03-31	2016/3/31
FGAA15268B	SPT_LBS	X_CNBD		2	CNY	2015-04-20	2015-04-20	500000.000000	非凡资产管理4个月增利对公款	2015-08-27	0.053000	2015-04-23	2015/12/21
FSAA1589PB	SPT_LBS	X_CNBD		2	CNY	2015-11-05	2015-11-05	100000.000000	非凡资产管理4个月增利普通款	2016-03-17	0.048000	2015-11-12	2015/11/20
FGFA14005A	SPT_LBS	X_CNBD		2	CNY	2014-07-14	2014-07-14	500000.000000	非凡资产管理双月保本对公款	2014-09-18	0.042000	2014-07-18	2015/10/15
FSAA13097T	SPT_LBS	X_CNBD	0	2	CNY	2013-06-27	2013-06-27	500000.000000	非凡资产管理35天增利高端款	2013-08-05	0.068000	2013-07-01	2015/10/15
FGFA15150A	SPT_LBS	X_CNBD		1	CNY	2015-12-10	2015-12-10	500000.000000	非凡资产管理双月保本对公款	2016-02-16	0.034500	2015-12-14	2015/12/21
FSAA14080N	SPT_LBS	X_CNBD	122	2	CNY	2014-03-20	2014-03-20	100000.000000	非凡资产管理半年增利普通款	2014-09-28	0.057500	2014-03-27	2015/10/15
FSAA15412A	SPT_LBS	X_CNBD		2	CNY	2015-08-25	2015-08-25	50000.000000	非凡资产管理4个月增利普通款	2016-01-06	0.049000	2015-09-02	2015/10/15
FSAA13078M	SPT_LBS	X_CNBD	0	2	CNY	2013-05-24	2013-05-24	50000.000000	非凡资产管理双月增利普通款	2013-07-29	0.045500	2013-05-28	2015/10/15
FSAA14193N	SPT_LBS	X_CNBD		2	CNY	2014-07-02	2014-07-02	100000.000000	非凡资产管理35天增利普通款	2014-08-12	0.055000	2014-07-08	2015/10/15
FSAA14135A	SPT_LBS	X_CNBD	129	2	CNY	2014-05-12	2014-05-12	50000.000000	非凡资产管理季增利普通款	2014-08-15	0.052500	2014-05-15	2015/10/15
FSAA1597QD	SPT_LBS	X_CNBD		2	CNY	2015-12-03	2015-12-03	50000.000000	非凡资产管理4个月增利普通款	2016-04-14	0.048500	2015-12-10	2015/12/21
FSAA14111B	SPT_LBS	X_CNBD	126	2	CNY	2014-04-22	2014-04-22	200000.000000	非凡资产管理季增利高端款	2014-07-25	0.054500	2014-04-25	2015/10/15
FSAA15030B	SPT_LBS	X_CNBD		2	CNY	2015-01-15	2015-01-15	200000.000000	非凡资产管理半年增利高端款	2015-07-20	0.053500	2015-01-20	2015/10/15
FSAA14083A	SPT_LBS	X_CNBD	123	2	CNY	2014-03-25	2014-03-25	50000.000000	非凡资产管理季增利普通款	2014-07-01	0.055500	2014-04-01	2015/10/15
FGAA15282D	SPT_LBS	X_CNBD		2	CNY	2015-04-20	2015-04-20	100000000.000000	非凡资产管理35天增利对公款	2015-05-25	0.054500	2015-04-20	2015/12/21
FSAA15552A	SPT_LBS	X_CNBD		2	CNY	2015-11-16	2015-11-16	50000.000000	非凡资产管理半年增利普通款	2016-05-19	0.046000	2015-11-19	2015/11/20
FSAA14225E	SPT_LBS	X_CNBD		2	CNY	2014-07-30	2014-07-30	10000000.000000	非凡资产管理35天增利尊特款	2014-09-09	0.054000	2014-08-05	2015/10/15
FSAA14146A	SPT_LBS	X_CNBD	131	2	CNY	2014-05-22	2014-05-22	50000.000000	非凡资产管理双月增利普通款	2014-07-28	0.052500	2014-05-26	2015/10/15
FSAA1572AB	SPT_LBS	X_CNBD		2	CNY	2015-09-10	2015-09-10	200000.000000	非凡资产管理35天增利高端款	2015-10-21	0.048000	2015-09-16	2015/10/15
FSAA1581RB	SPT_LBS	X_CNBD		2	CNY	2015-10-09	2015-10-09	50000.000000	非凡资产管理4个月增利普通款	2016-02-18	0.050500	2015-10-15	2015/10/19
FSAA1581PA	SPT_LBS	X_CNBD		2	CNY	2015-10-09	2015-10-09	50000.000000	非凡资产管理4个月增利普通款	2016-02-18	0.048500	2015-10-15	2015/10/19
FGAE136006	SPT_NWM	X_CNBD	2	2	CNY	2013-12-11	2013-12-11	500000.000000	非凡资产管理“智赢”6号对公款	2015-12-10	0.000000	2013-12-20	2015/10/15
FGAA15048A	SPT_LBS	X_CNBD		2	CNY	2015-01-19	2015-01-19	500000.000000	非凡资产管理4个月增利对公款	2015-05-28	0.052500	2015-01-22	2015/12/21
FSAA13172B	SPT_LBS	X_CNBD	096	2	CNY	2013-09-22	2013-09-23	200000.000000		2013-11-25	0.053500	2013-09-24	2015/10/15
FSAA14027A	SPT_LBS	X_CNBD	116	2	CNY	2014-02-07	2014-02-09	50000.000000		2014-05-12	0.058000	2014-02-10	2015/10/15
FSAA1563KB	SPT_LBS	X_CNBD		2	CNY	2015-08-05	2015-08-05	100000.000000	非凡资产管理季增利普通款	2015-11-12	0.051500	2015-08-12	2015/10/15
FSAA15243A	SPT_LBS	X_CNBD		2	CNY	2015-05-20	2015-05-20	50000.000000	非凡资产管理季增利普通款	2015-08-25	0.052500	2015-05-25	2015/10/15
FSAA14179N	SPT_LBS	X_CNBD		2	CNY	2014-06-19	2014-06-19	100000.000000	非凡资产管理季增利普通款	2014-09-24	0.057000	2014-06-24	2015/10/15
FGAA15269A	SPT_LBS	X_CNBD		2	CNY	2015-04-16	2015-04-16	500000.000000	非凡资产管理半年增利对公款	2015-10-20	0.054000	2015-04-20	2015/10/15
FSAA15242B	SPT_LBS	X_CNBD		2	CNY	2015-05-20	2015-05-20	200000.000000	非凡资产管理双月增利高端款	2015-07-27	0.053500	2015-05-25	2015/12/21
FSAA14212A	SPT_LBS	X_CNBD		2	CNY	2014-07-17	2014-07-17	50000.000000	非凡资产管理半年增利普通款	2015-01-21	0.052000	2014-07-21	2015/10/15
FGAB12001A	SPT_DED	X_CNBD	0	2	CNY	2012-02-14	2012-02-14	500000.000000	非凡资产管理翠竹2W理财产品周四对公款	2017-12-31	0.036000	2012-02-16	2016/4/7
FSAA15436D	SPT_LBS	X_CNBD		2	CNY	2015-09-16	2015-09-16	1000000.000000	非凡资产管理4个月增利尊享款	2016-01-22	0.049500	2015-09-18	2015/10/15
FGAA15361D	SPT_LBS	X_CNBD		2	CNY	2015-05-22	2015-05-22	100000000.000000	非凡资产管理季增利对公款	2015-08-24	0.050000	2015-05-22	2015/10/15
FSAA16048A	SPT_LBS	X_CNBD		2	CNY	2016-02-01	2016-02-01	50000.000000	非凡资产管理半年增利普通款	2016-08-04	0.043500	2016-02-04	2016/1/29
FSAA15061B	SPT_LBS	X_CNBD		2	CNY	2015-02-06	2015-02-06	200000.000000	非凡资产管理35天增利高端款	2015-03-16	0.053500	2015-02-09	2015/12/21
FGAA14045A	SPT_LBS	X_CNBD	124	2	CNY	2014-04-03	2014-04-07	500000.000000		2014-05-13	0.051000	2014-04-08	2015/10/15
FSAA14446D	SPT_LBS	X_CNBD		2	CNY	2014-12-22	2014-12-22	1000000.000000	非凡资产管理4个月增利尊享款	2015-04-30	0.054000	2014-12-25	2015/10/15
FGFA14018C	SPT_LBS	X_CNBD		2	CNY	2014-10-29	2014-10-29	100000000.000000	非凡资产管理35天保本对公款	2014-12-02	0.041000	2014-10-30	2015/10/15
FGFA15080B	SPT_LBS	X_CNBD		1	CNY	2015-07-02	2015-07-02	50000000.000000	非凡资产管理双月保本对公款	2015-09-06	0.035000	2015-07-03	2015/10/15
FGAA15796Z	SPT_LBS	X_CNBD		2	CNY	2015-12-22	2015-12-22	100000000.000000	非凡资产管理4个月增利对公款	2016-04-26	0.042500	2015-12-22	2015/12/29
FGAA16094A	SPT_LBS	X_CNBD		2	CNY	2016-03-17	2016-03-17	500000.000000	非凡资产管理35天增利对公款	2016-04-25	0.039000	2016-03-21	2016/3/23
FSAA14318N	SPT_LBS	X_CNBD		2	CNY	2014-10-10	2014-10-10	100000.000000	非凡资产管理双月增利普通款	2014-12-16	0.053000	2014-10-16	2015/10/15
FGFA15081A	SPT_LBS	X_CNBD		1	CNY	2015-07-01	2015-07-01	500000.000000	非凡资产管理35天保本对公款	2015-08-07	0.038500	2015-07-03	2015/12/21
FSAA14008B	SPT_LBS	X_CNBD	113	2	CNY	2014-01-20	2014-01-20	200000.000000	非凡资产管理半年增利高端款	2014-07-24	0.057500	2014-01-24	2015/10/15
FSAA14213A	SPT_LBS	X_CNBD		2	CNY	2014-07-22	2014-07-22	50000.000000	非凡资产管理35天增利普通款	2014-08-28	0.051500	2014-07-24	2015/10/15
FSAA15168A	SPT_LBS	X_CNBD		2	CNY	2015-04-07	2015-04-07	50000.000000	非凡资产管理半年增利普通款	2015-10-10	0.053000	2015-04-10	2015/10/15
FSAA15183D	SPT_LBS	X_CNBD		2	CNY	2015-04-15	2015-04-15	1000000.000000	非凡资产管理季增利尊享款	2015-07-20	0.055000	2015-04-20	2015/10/15
FSAA15364A	SPT_LBS	X_CNBD		2	CNY	2015-07-28	2015-07-28	50000.000000	非凡资产管理4个月增利普通款	2015-12-07	0.052000	2015-08-03	2015/10/15
FSAA13082P	SPT_LBS	X_CNBD	0	2	CNY	2013-06-06	2013-06-06	50000.000000	非凡资产管理双月增利普通款	2013-08-08	0.044500	2013-06-08	2015/10/15
FSAA15427F	SPT_LBS	X_CNBD		2	CNY	2015-09-06	2015-09-06	100000.000000	非凡资产管理35天增利普通款	2015-10-15	0.049000	2015-09-10	2015/10/15
FGAA14082A	SPT_LBS	X_CNBD	133	2	CNY	2014-06-06	2014-06-06	500000.000000	非凡资产管理双月增利对公款	2014-08-11	0.052000	2014-06-09	2015/10/15
FGAA14173T	SPT_LBS	X_CNBD		2	CNY	2014-11-13	2014-11-13	10000000.000000	非凡资产管理35天增利对公款	2014-12-23	0.049000	2014-11-18	2015/10/15
FGAA15316B	SPT_LBS	X_CNBD		2	CNY	2015-05-04	2015-05-04	500000.000000	非凡资产管理半年增利对公款	2015-11-09	0.052500	2015-05-07	2015/10/15
FSAA13142V	SPT_LBS	X_CNBD	0	2	CNY	2013-08-23	2013-08-23	50000.000000	非凡资产管理半年增利普通款	2014-02-28	0.053000	2013-08-28	2015/10/15
FSAA13214M	SPT_LBS	X_CNBD	101	2	CNY	2013-10-24	2013-10-28	50000.000000		2014-04-29	0.053000	2013-10-29	2015/10/15
FSAA14282X	SPT_LBS	X_CNBD		2	CNY	2014-09-18	2014-09-18	50000.000000	非凡资产管理双月增利普通款	2014-11-25	0.055000	2014-09-25	2015/10/15
FSAA13181R	SPT_LBS	X_CNBD	097	2	CNY	2013-09-25	2013-09-29	100000.000000		2013-12-30	0.057000	2013-09-30	2015/10/15
FGAA14043T	SPT_LBS	X_CNBD	123	2	CNY	2014-03-27	2014-03-27	10000000.000000	非凡资产管理季增利对公款	2014-07-01	0.055000	2014-04-01	2015/10/15
FSAA14033E	SPT_LBS	X_CNBD	117	2	CNY	2014-02-14	2014-02-16	10000000.000000		2014-03-24	0.061000	2014-02-17	2015/10/15
FSAA14261W	SPT_LBS	X_CNBD		2	CNY	2014-09-01	2014-09-01	1000000.000000	非凡资产管理4个月增利尊享款	2015-01-08	0.054500	2014-09-04	2015/10/15
FSAA15513B	SPT_LBS	X_CNBD		2	CNY	2015-10-27	2015-10-27	200000.000000	非凡资产管理季增利高端款	2016-02-01	0.048000	2015-10-30	2015/10/20
FSAA13093H	SPT_LBS	X_CNBD	0	2	CNY	2013-06-24	2013-06-24	1000000.000000	非凡资产管理35天增利尊享款	2013-08-01	0.068000	2013-06-27	2015/10/15
FGAA13024A	SPT_LBS	X_CNBD	0	2	CNY	2013-02-07	2013-02-07	500000.000000	非凡资产管理半年增利对公款	2013-08-19	0.044500	2013-02-17	2015/10/15
FSAA13086R	SPT_LBS	X_CNBD	0	2	CNY	2013-06-06	2013-06-06	100000.000000	非凡资产管理双月增利普通款	2013-08-13	0.047000	2013-06-13	2015/10/15
FSAA14020D	SPT_LBS	X_CNBD	115	2	CNY	2014-01-28	2014-01-28	1000000.000000	非凡资产管理半年增利尊享款	2014-08-07	0.061000	2014-02-07	2015/10/15
FSAA14283X	SPT_LBS	X_CNBD		2	CNY	2014-09-19	2014-09-19	50000.000000	非凡资产管理季增利普通款	2014-12-25	0.055500	2014-09-25	2015/10/15
FSAA14066M	SPT_LBS	X_CNBD	121	2	CNY	2014-03-13	2014-03-19	50000.000000		2014-05-20	0.057000	2014-03-20	2015/10/15
FSAA14115D	SPT_LBS	X_CNBD	127	2	CNY	2014-04-25	2014-04-25	1000000.000000	非凡资产管理季增利尊享款	2014-07-28	0.055000	2014-04-28	2015/10/15
FSAA14170B	SPT_LBS	X_CNBD	134	2	CNY	2014-06-12	2014-06-12	200000.000000	非凡资产管理双月增利高端款	2014-08-18	0.055000	2014-06-16	2015/10/15
FSAA14445A	SPT_LBS	X_CNBD		2	CNY	2014-12-22	2014-12-22	50000.000000	非凡资产管理季增利普通款	2015-03-25	0.055000	2014-12-25	2015/10/15
FSAA1589QA	SPT_LBS	X_CNBD		2	CNY	2015-11-06	2015-11-06	50000.000000	非凡资产管理4个月增利普通款	2016-03-17	0.049000	2015-11-12	2015/11/20
FSAA14284D	SPT_LBS	X_CNBD		2	CNY	2014-09-19	2014-09-19	1000000.000000	非凡资产管理4个月增利尊享款	2015-01-26	0.055500	2014-09-22	2015/10/15
FGAA14058T	SPT_LBS	X_CNBD	127	2	CNY	2014-04-24	2014-04-24	10000000.000000	非凡资产管理双月增利对公款	2014-06-27	0.052000	2014-04-28	2015/10/15
FSAA13131A	SPT_LBS	X_CNBD	0	2	CNY	2013-08-16	2013-08-16	50000.000000	非凡资产管理35天增利普通款	2013-09-25	0.046500	2013-08-21	2015/10/15
FSAA14073B	SPT_LBS	X_CNBD	122	2	CNY	2014-03-20	2014-03-23	200000.000000		2014-04-28	0.056000	2014-03-24	2015/10/15
FSAA15193E	SPT_LBS	X_CNBD		2	CNY	2015-04-23	2015-04-23	10000000.000000	非凡资产管理35天增利尊特款	2015-06-01	0.054500	2015-04-27	2015/12/21
FSAA14207A	SPT_LBS	X_CNBD		2	CNY	2014-07-14	2014-07-14	50000.000000	非凡资产管理季增利普通款	2014-10-17	0.053000	2014-07-17	2015/10/15
FSAA14225A	SPT_LBS	X_CNBD		2	CNY	2014-07-30	2014-07-30	50000.000000	非凡资产管理35天增利普通款	2014-09-09	0.051000	2014-08-05	2015/10/15
FSAA15333B	SPT_LBS	X_CNBD		2	CNY	2015-07-13	2015-07-13	200000.000000	非凡资产管理季增利高端款	2015-10-16	0.054000	2015-07-16	2015/10/15
FSAA15404H	SPT_LBS	X_CNBD		2	CNY	2015-08-20	2015-08-20	50000.000000	非凡资产管理双月增利普通款	2015-10-28	0.051500	2015-08-28	2015/10/15
FSAA14407D	SPT_LBS	X_CNBD		2	CNY	2014-12-01	2014-12-01	1000000.000000	非凡资产管理35天增利尊享款	2015-01-09	0.052000	2014-12-05	2015/10/15
FGAA13181A	SPT_LBS	X_CNBD	106	2	CNY	2013-11-28	2013-12-01	500000.000000		2014-01-06	0.053000	2013-12-02	2015/10/15
FGAA14023B	SPT_LBS	X_CNBD	118	2	CNY	2014-02-24	2014-02-26	500000.000000		2014-05-27	0.054000	2014-02-27	2015/10/15
FSAA13113N	SPT_LBS	X_CNBD	0	2	CNY	2013-07-26	2013-07-26	100000.000000	非凡资产管理35天增利普通款	2013-09-03	0.051500	2013-07-30	2015/10/15
FSAA14247A	SPT_LBS	X_CNBD		2	CNY	2014-08-19	2014-08-19	50000.000000	非凡资产管理季增利普通款	2014-11-24	0.051500	2014-08-22	2015/12/21
FSAA14185A	SPT_LBS	X_CNBD	136	2	CNY	2014-06-25	2014-06-25	50000.000000	非凡资产管理35天增利普通款	2014-08-05	0.054500	2014-07-01	2015/10/15
FSAA15291A	SPT_LBS	X_CNBD		2	CNY	2015-06-18	2015-06-18	50000.000000	非凡资产管理季增利普通款	2015-09-23	0.052500	2015-06-23	2015/10/15
FSAA14391A	SPT_LBS	X_CNBD		2	CNY	2014-11-21	2014-11-21	50000.000000	非凡资产管理季增利普通款	2015-02-26	0.050000	2014-11-24	2015/10/15
FGFA16039D	SPT_LBS	X_CNBD		1	CNY	2016-04-13	2016-04-13	100000000.000000	非凡资产管理季保本对公款	2016-07-14	0.034500	2016-04-14	2016/4/26
FSAA14085D	SPT_LBS	X_CNBD	123	2	CNY	2014-04-01	2014-04-03	1000000.000000		2014-05-09	0.058000	2014-04-04	2015/10/15
FSAA1507FA	SPT_LBS	X_CNBD		2	CNY	2015-01-23	2015-01-23	100000.000000	非凡资产管理双月增利普通款	2015-03-27	0.054000	2015-01-27	2015/12/21
FGAA15127B	SPT_LBS	X_CNBD		2	CNY	2015-02-26	2015-02-26	500000.000000	非凡资产管理35天增利对公款	2015-04-07	0.054500	2015-02-28	2015/12/21
FGAA14133F	SPT_LBS	X_CNBD		2	CNY	2014-09-12	2014-09-12	100000000.000000	非凡资产管理35天增利对公款	2014-10-20	0.051000	2014-09-12	2015/10/15
FSAA15546B	SPT_LBS	X_CNBD		2	CNY	2015-11-11	2015-11-11	200000.000000	非凡资产管理半年增利高端款	2016-05-16	0.046500	2015-11-16	2015/11/20
FSFA14059A	SPT_LBS	X_CNBD		2	CNY	2014-11-13	2014-11-13	50000.000000	非凡资产管理35天保本普通款	2014-12-24	0.041000	2014-11-18	2015/10/15
FGAA15439A	SPT_LBS	X_CNBD		2	CNY	2015-06-18	2015-06-18	500000.000000	非凡资产管理季增利对公款	2015-09-23	0.049000	2015-06-23	2015/10/15
FGAA15377A	SPT_LBS	X_CNBD		2	CNY	2015-05-28	2015-05-28	500000.000000	非凡资产管理双月增利对公款	2015-08-03	0.050000	2015-06-01	2015/12/21
FSAA13196N	SPT_LBS	X_CNBD		2	CNY	2013-10-11	2013-10-11	50000.000000		2013-12-16	0.052500	2013-10-14	2015/10/15
FSAA1533BA	SPT_LBS	X_CNBD		2	CNY	2015-04-23	2015-04-23	100000.000000	非凡资产管理35天增利普通款	2015-06-04	0.053500	2015-04-30	2015/12/21
FSAA15506A	SPT_LBS	X_CNBD		2	CNY	2015-10-22	2015-10-22	50000.000000	非凡资产管理双月增利普通款	2015-12-28	0.047000	2015-10-26	2015/10/20
FGAA15581T	SPT_LBS	X_CNBD		2	CNY	2015-09-14	2015-09-14	10000000.000000	非凡资产管理35天增利对公款	2015-10-22	0.047000	2015-09-17	2015/10/15
FSAA1515KA	SPT_LBS	X_CNBD		2	CNY	2015-02-16	2015-02-16	50000.000000	非凡资产管理季增利普通款	2015-05-25	0.057000	2015-02-25	2015/12/21
FSAA1585RB	SPT_LBS	X_CNBD		2	CNY	2015-10-23	2015-10-23	50000.000000	非凡资产管理4个月增利普通款	2016-03-03	0.049500	2015-10-29	2015/10/26
FSAA14443Q	SPT_LBS	X_CNBD		2	CNY	2014-12-19	2014-12-19	50000.000000	非凡资产管理35天增利普通款	2015-01-30	0.057000	2014-12-26	2015/10/15
FSAA14384B	SPT_LBS	X_CNBD		2	CNY	2014-11-18	2014-11-18	200000.000000	非凡资产管理双月增利高端款	2015-01-21	0.052000	2014-11-21	2015/10/15
FSAA15159B	SPT_LBS	X_CNBD		2	CNY	2015-04-03	2015-04-03	200000.000000	非凡资产管理季增利高端款	2015-07-07	0.054000	2015-04-07	2015/12/21
FGAB14022A	SPT_DED	X_CNBD		2	CNY	2014-12-22	2014-12-22	10000000.000000	非凡资产管理翠竹5W理财产品周四对公款	2017-12-31	0.039000	2014-12-25	2016/3/24
FSAA1544AA	SPT_LBS	X_CNBD		2	CNY	2015-06-01	2015-06-01	100000.000000	非凡资产管理35天增利普通款	2015-07-09	0.054000	2015-06-04	2015/12/21
FGAA13122A	SPT_LBS	X_CNBD	0	2	CNY	2013-08-08	2013-08-08	500000.000000	非凡资产管理双月增利对公款	2013-10-15	0.050000	2013-08-15	2015/10/15
FSAA15576F	SPT_LBS	X_CNBD		2	CNY	2015-11-26	2015-11-26	100000.000000	非凡资产管理半年增利普通款	2016-06-03	0.046500	2015-12-03	2015/11/26
FGFA14018B	SPT_LBS	X_CNBD		2	CNY	2014-10-22	2014-10-22	500000.000000	非凡资产管理双月保本对公款	2014-12-24	0.042000	2014-10-30	2015/10/15
FSAA15231D	SPT_LBS	X_CNBD		2	CNY	2015-05-13	2015-05-13	1000000.000000	非凡资产管理季增利尊享款	2015-08-19	0.054500	2015-05-19	2015/12/21
FSAA14408R	SPT_LBS	X_CNBD		2	CNY	2014-11-28	2014-11-28	100000.000000	非凡资产管理双月增利普通款	2015-02-04	0.053000	2014-12-04	2015/10/15
FSAA15530B	SPT_LBS	X_CNBD		2	CNY	2015-11-04	2015-11-04	200000.000000	非凡资产管理双月增利高端款	2016-01-11	0.046500	2015-11-09	2015/11/3
FSAA1593KB	SPT_LBS	X_CNBD		2	CNY	2015-11-19	2015-11-19	100000.000000	非凡资产管理季增利普通款	2016-02-26	0.047500	2015-11-26	2015/11/17
FSAA15411B	SPT_LBS	X_CNBD		2	CNY	2015-08-25	2015-08-25	200000.000000	非凡资产管理季增利高端款	2015-12-02	0.050500	2015-09-02	2015/10/15
FSAA15548A	SPT_LBS	X_CNBD		2	CNY	2015-11-16	2015-11-16	50000.000000	非凡资产管理双月增利普通款	2016-01-19	0.045500	2015-11-19	2015/11/10
FSAA15049E	SPT_LBS	X_CNBD		2	CNY	2015-01-30	2015-01-30	10000000.000000	非凡资产管理35天增利尊特款	2015-03-10	0.054500	2015-02-03	2015/12/21
FSAA13092H	SPT_LBS	X_CNBD	0	2	CNY	2013-06-18	2013-06-18	50000.000000	非凡资产管理半年增利普通款	2013-12-20	0.045500	2013-06-20	2015/10/15
FSAA14334B	SPT_LBS	X_CNBD		2	CNY	2014-10-16	2014-10-16	200000.000000	非凡资产管理半年增利高端款	2015-04-20	0.052500	2014-10-20	2015/10/15
FSAA14379A	SPT_LBS	X_CNBD		2	CNY	2014-11-13	2014-11-13	50000.000000	非凡资产管理季增利普通款	2015-02-17	0.051000	2014-11-18	2015/10/15
FSFA15254F	SPT_LBS	X_CNBD		1	CNY	2015-12-17	2015-12-17	100000000.000000	非凡资产管理半年保本普通款	2016-06-22	0.039800	2015-12-23	2015/12/21
FGFA15082A	SPT_LBS	X_CNBD		1	CNY	2015-07-07	2015-07-07	500000.000000	非凡资产管理双月保本对公款	2015-09-09	0.039500	2015-07-09	2015/10/15
FSAA15286B	SPT_LBS	X_CNBD		2	CNY	2015-06-15	2015-06-15	200000.000000	非凡资产管理4个月增利高端款	2015-10-22	0.054000	2015-06-18	2015/10/15
FSAA13090N	SPT_LBS	X_CNBD	0	2	CNY	2013-06-14	2013-06-14	100000.000000	非凡资产管理双月增利普通款	2013-08-19	0.049000	2013-06-19	2015/10/15
FSAA13263B	SPT_LBS	X_CNBD	107	2	CNY	2013-12-09	2013-12-11	200000.000000		2014-01-16	0.056500	2013-12-12	2015/10/15
FGAA14005T	SPT_LBS	X_CNBD	114	2	CNY	2014-01-23	2014-01-27	10000000.000000		2014-03-04	0.056000	2014-01-28	2015/10/15
FSAA1504HA	SPT_LBS	X_CNBD		2	CNY	2015-01-13	2015-01-13	100000.000000	非凡资产管理季增利普通款	2015-04-16	0.055500	2015-01-16	2015/12/21
FSAA14444D	SPT_LBS	X_CNBD		2	CNY	2014-12-23	2014-12-23	1000000.000000	非凡资产管理双月增利尊享款	2015-02-26	0.057500	2014-12-26	2015/10/15
FSAA15110B	SPT_LBS	X_CNBD		2	CNY	2015-03-06	2015-03-06	200000.000000	非凡资产管理双月增利高端款	2015-05-11	0.055500	2015-03-09	2015/12/21
FSAA14347A	SPT_LBS	X_CNBD		2	CNY	2014-10-27	2014-10-27	50000.000000	非凡资产管理35天增利普通款	2014-12-05	0.050000	2014-10-31	2015/10/15
FGAA15656X	SPT_LBS	X_CNBD		2	CNY	2015-11-24	2015-11-24	100000000.000000	非凡资产管理半年增利对公款	2016-05-24	0.039000	2015-11-24	2015/11/26
FSAA14213E	SPT_LBS	X_CNBD		2	CNY	2014-07-22	2014-07-22	10000000.000000	非凡资产管理35天增利尊特款	2014-08-28	0.054500	2014-07-24	2015/10/15
FSAA14218D	SPT_LBS	X_CNBD		2	CNY	2014-07-24	2014-07-24	1000000.000000	非凡资产管理双月增利尊享款	2014-09-28	0.054000	2014-07-28	2015/10/15
FSAA13114A	SPT_LBS	X_CNBD	0	2	CNY	2013-07-24	2013-07-24	50000.000000	非凡资产管理双月增利普通款	2013-09-29	0.048000	2013-07-29	2015/10/15
FSAA14174D	SPT_LBS	X_CNBD	134	2	CNY	2014-06-16	2014-06-16	1000000.000000	非凡资产管理双月增利尊享款	2014-08-19	0.057000	2014-06-19	2015/10/15
FSAA15052B	SPT_LBS	X_CNBD		2	CNY	2015-01-29	2015-01-29	200000.000000	非凡资产管理4个月增利高端款	2015-06-08	0.053500	2015-02-02	2015/12/21
FSAA14170A	SPT_LBS	X_CNBD	134	2	CNY	2014-06-12	2014-06-12	50000.000000	非凡资产管理双月增利普通款	2014-08-18	0.054000	2014-06-16	2015/10/15
FSAA14014R	SPT_LBS	X_CNBD	114	2	CNY	2014-01-24	2014-01-28	100000.000000		2014-03-31	0.060500	2014-01-29	2015/10/15
FGAA14014B	SPT_LBS	X_CNBD	116	2	CNY	2014-02-10	2014-02-12	500000.000000		2014-04-14	0.055000	2014-02-13	2015/10/15
FSAA1531QA	SPT_LBS	X_CNBD		2	CNY	2015-04-16	2015-04-16	100000.000000	非凡资产管理4个月增利普通款	2015-08-27	0.055500	2015-04-23	2015/12/21
FSAA14422A	SPT_LBS	X_CNBD		2	CNY	2014-12-08	2014-12-08	50000.000000	非凡资产管理4个月增利普通款	2015-04-17	0.050000	2014-12-12	2015/10/15
