核心客户号,Y107,Y170,Y130,所属机构,性别,年龄,婚姻,学历,从属行业,理财抗风险等级,客户层级,新老客户标记,五级分类,小微客户类型,消费类资产产品,纯消费性微贷标记,纯质押贷款标记,非储投资偏好,高金融资产标记,购买大额他行理财标记,大额消费标记,信用卡高还款标记,信用卡高端消费标记,优质行业标记,高代发额客户标记,潜在高端客户标记,客户贡献度,客户活跃度,客户渠道偏好,客户金融资产偏好,Rank_107
1518262431,0,0,0,永丰支行,男,37.0,,,,,有效户,新客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,,,,中贡献,高活跃,渠道均衡型,贷款偏好型,1456
1518273726,0,1,0,建设路支行,男,49.0,,,,,钻卡,新客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,较高贡献,高活跃,柜台偏好型,定存偏好型,4308
1518275969,0,0,0,青羊支行,女,53.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,中活跃,柜台偏好型,定存偏好型,1308
1518281006,0,1,0,青羊支行,女,57.0,,,,积极成长型,私人,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,高贡献,中活跃,网银偏好型,理财偏好型,1475
1518281466,0,1,1,永丰支行,男,65.0,,,,稳健保守型,有效户,新客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,低贡献,较高活跃,渠道均衡型,基债偏好型,1184
1518292686,0,0,0,铁像寺支行,女,37.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,高活跃,渠道均衡型,活储偏好型,3911
1518296266,1,0,0,营业部,男,69.0,,,,稳健保守型,有效户,新客户,正常类,小微无贷户,,,,,,,,,,,,,较低贡献,低活跃,手机银行偏好型,定存偏好型,409
1518296406,0,0,0,神仙树支行,女,54.0,,,,,有效户,新客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,,,,较低贡献,较高活跃,渠道均衡型,贷款偏好型,1757
1518304115,1,0,1,新都支行,男,53.0,,,,温和成长型,银卡,新客户,正常类,小微无贷户,,,,,,,,,,,,,较高贡献,较高活跃,POS交易偏好型,定存偏好型,3746
1518305040,0,0,0,新都支行,男,51.0,,,,,无效户,新客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,,,,,,,,1918
1518328081,0,0,0,经开区支行,女,46.0,,,,,有效户,新客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,贷款偏好型,1431
1518330278,0,1,0,金牛支行,女,52.0,,,,稳健保守型,钻卡,新客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,高贡献,高活跃,网银偏好型,资产均衡型,3245
1518345412,0,0,0,铁像寺支行,男,41.0,,,,,有效户,新客户,正常类,小微无贷户,,,,,,,,,,,,,较低贡献,高活跃,渠道均衡型,活储偏好型,5314
1518362649,0,1,0,荷花池支行,女,35.0,,,,稳健保守型,银卡,新客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,较低贡献,较高活跃,手机银行偏好型,资产均衡型,5531
1518367009,0,1,0,滨江支行,女,34.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,,,,,4779
1518376930,0,0,0,永丰支行,男,36.0,,,,,有效户,新客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,,,,中贡献,高活跃,手机银行偏好型,贷款偏好型,4970
1518480977,1,0,0,荷花池支行,男,62.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,高活跃,手机银行偏好型,资产均衡型,1430
1518481139,1,0,0,永丰支行,男,44.0,,,,中庸型,银卡,新客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,非储中理财偏好,,,,,,,,,中贡献,高活跃,渠道均衡型,资产均衡型,3733
1518501019,0,0,0,蜀汉支行,男,66.0,,,,稳健保守型,金卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,中活跃,网银偏好型,理财偏好型,1280
1518502955,0,0,0,西体路支行,女,35.0,未婚,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,POS交易偏好型,资产均衡型,3344
1518504567,1,0,1,西体路支行,男,79.0,,,,稳健保守型,银卡,新客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,较低贡献,较高活跃,渠道均衡型,资产均衡型,1969
1518512168,0,0,1,分行公用,女,37.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,低贡献,较高活跃,网银偏好型,基债偏好型,3100
1518513602,0,0,0,滨江支行,男,34.0,,,,,银卡,新客户,正常类,小微无贷户,,,,,,,,,,,,,较高贡献,高活跃,手机银行偏好型,定存偏好型,5066
1518519073,1,0,0,锦兴支行,女,28.0,,,,稳健保守型,有效户,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,高活跃,网银偏好型,资产均衡型,2192
1518519552,0,0,0,新都支行,男,48.0,,,,,有效户,新客户,正常类,小微有贷未结清客户,,,,,,,,,,,,,较高贡献,高活跃,自助设备偏好型,贷款偏好型,5111
1518522803,0,0,0,滨江支行,女,43.0,,,,,银卡,新客户,正常类,小微有贷未结清客户,,,,,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,中活跃,渠道均衡型,贷款偏好型,2650
1518528827,0,0,0,蜀汉支行,男,69.0,,,,,无效户,新客户,正常类,非小微客户,,,,,,,大额消费行为,,,,,潜在高端客户,低贡献,较高活跃,手机银行偏好型,定存偏好型,421
1518571810,1,0,0,新都支行,女,58.0,,,,中庸型,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,低活跃,渠道均衡型,定存偏好型,5475
1518579108,0,1,0,青羊支行,女,63.0,,,,温和成长型,金卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,中贡献,高活跃,渠道均衡型,资产均衡型,5
1518582313,1,0,0,清江支行,女,40.0,,,,中庸型,有效户,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,低活跃,网银偏好型,理财偏好型,5375
1518585873,0,0,0,德阳分行,男,27.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,中活跃,渠道均衡型,活储偏好型,2170
1518630225,0,1,0,锦江支行,男,59.0,,,,中庸型,银卡,新客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,低贡献,较高活跃,柜台偏好型,基债偏好型,1381
1518638488,0,0,0,永丰支行,男,27.0,,,,,无效户,新客户,正常类,小微无贷户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,渠道均衡型,定存偏好型,902
1518641102,0,0,0,永丰支行,男,27.0,未婚,,,,无效户,新客户,正常类,小微无贷户,,,,,高金融资产,,,,信用卡高消费额,,,潜在高端客户,高贡献,较高活跃,柜台偏好型,定存偏好型,2919
1518646724,0,0,0,郫县支行,女,32.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,渠道均衡型,资产均衡型,3887
1518651869,1,0,1,营业部,女,61.0,,,,稳健保守型,有效户,新客户,正常类,小微无贷户,,,,非储中基金偏好,,,,,,,,,较低贡献,较高活跃,自助设备偏好型,定存偏好型,3295
1518653871,0,1,0,高新支行,女,35.0,,,,中庸型,有效户,新客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,非储中保险偏好,,,,,,,,,低贡献,较高活跃,手机银行偏好型,基债偏好型,1749
1518683626,1,0,0,温江支行,女,59.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,POS交易偏好型,资产均衡型,1631
1518689689,0,0,0,光华支行,女,49.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,中活跃,渠道均衡型,活储偏好型,930
1518696858,0,0,0,金沙支行,女,53.0,,,,中庸型,无效户,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,,,,,1956
1518696977,0,0,0,金沙支行,女,51.0,,,,中庸型,无效户,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,,,,,1895
1518697966,0,0,0,德阳分行,女,27.0,,,,,银卡,新客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,较高活跃,POS交易偏好型,定存偏好型,5126
1518699330,0,0,0,德阳分行,男,28.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,,潜在高端客户,低贡献,较高活跃,手机银行偏好型,活储偏好型,5199
1518720543,0,0,0,德阳分行,女,32.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,大额消费行为,,,从事优质行业,,潜在高端客户,较低贡献,较高活跃,网银偏好型,活储偏好型,4805
1518720587,0,0,0,德阳分行,男,24.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,,潜在高端客户,低贡献,较高活跃,网银偏好型,活储偏好型,3350
1518734318,0,0,0,德阳分行,女,28.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,较低贡献,较高活跃,手机银行偏好型,活储偏好型,4024
1518734402,0,0,0,德阳分行,男,31.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,中活跃,网银偏好型,活储偏好型,3931
1518735012,0,0,0,德阳分行,男,37.0,,,,,银卡,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,,潜在高端客户,较低贡献,高活跃,手机银行偏好型,定存偏好型,4040
1518750353,0,0,0,西体路支行,男,60.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,中贡献,高活跃,渠道均衡型,资产均衡型,4492
1518762153,0,1,0,科华支行,女,66.0,,,,,银卡,新客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,较低贡献,中活跃,柜台偏好型,定存偏好型,909
1518762253,0,0,0,青羊支行,男,69.0,,,,稳健保守型,无效户,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,POS交易偏好型,资产均衡型,315
1518765401,0,0,0,西体路支行,女,36.0,,,,温和成长型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,中活跃,手机银行偏好型,资产均衡型,436
1518772701,0,0,0,光华支行,女,32.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,较高活跃,自助设备偏好型,活储偏好型,3835
1518775460,0,1,1,都江堰支行,女,36.0,,,,积极成长型,钻卡,新客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,手机银行偏好型,基债偏好型,5614
1518777122,1,0,0,九眼桥支行,女,60.0,,,,中庸型,有效户,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,较高活跃,手机银行偏好型,资产均衡型,574
1518777552,0,0,0,金牛支行,女,25.0,,,,,有效户,新客户,正常类,小微无贷户,,,,,,,,,,,,,低贡献,高活跃,手机银行偏好型,活储偏好型,5165
1518782575,0,0,0,金沙支行,女,59.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,中贡献,高活跃,手机银行偏好型,资产均衡型,1547
1518804121,0,0,0,永丰支行,男,29.0,,,,,银卡,新客户,正常类,小微无贷户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,柜台偏好型,定存偏好型,920
1518810200,0,0,0,崇州支行,女,35.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,低活跃,自助设备偏好型,活储偏好型,5399
1518816624,0,0,0,德阳分行,男,46.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,较低贡献,低活跃,网银偏好型,定存偏好型,4867
1518817305,0,0,0,德阳分行,男,30.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,中活跃,网银偏好型,活储偏好型,5175
1518817501,0,1,0,永丰支行,男,53.0,,,,中庸型,金卡,新客户,正常类,小微无贷户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,中贡献,高活跃,手机银行偏好型,资产均衡型,5630
1518837252,0,0,0,分行公用,男,63.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,,高代发额客户,潜在高端客户,低贡献,低活跃,网银偏好型,活储偏好型,5382
1518839761,0,0,0,东风支行,女,28.0,,,,,无效户,新客户,正常类,非小微客户,住房按揭,,,,,,,,,,,,较高贡献,中活跃,网银偏好型,贷款偏好型,5638
1518848612,0,0,0,德阳分行,女,47.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,中活跃,网银偏好型,活储偏好型,506
1518851050,0,0,0,德阳分行,女,30.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,低活跃,网银偏好型,活储偏好型,122
1518862371,0,0,0,蜀汉支行,男,85.0,,,,积极成长型,有效户,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,中贡献,中活跃,网银偏好型,理财偏好型,1604
1518864077,0,0,1,德阳分行,男,41.0,,,,积极成长型,银卡,新客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,低贡献,较高活跃,手机银行偏好型,基债偏好型,3408
1518872898,0,0,0,铁像寺支行,女,31.0,,,,中庸型,有效户,新客户,正常类,小微无贷户,商铺按揭,,,非储中理财偏好,,,,,,,,,较高贡献,中活跃,自助设备偏好型,贷款偏好型,5586
1518875264,0,0,0,德阳分行,男,27.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,较高活跃,手机银行偏好型,定存偏好型,5500
1518875603,0,0,0,德阳分行,女,40.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,较低贡献,低活跃,网银偏好型,活储偏好型,2197
1518876310,0,0,0,德阳分行,男,45.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,低活跃,网银偏好型,活储偏好型,5584
1518876383,0,0,0,德阳分行,女,33.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,低活跃,网银偏好型,活储偏好型,5577
1518876988,0,0,0,德阳分行,女,30.0,,,,,无效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,较高活跃,自助设备偏好型,活储偏好型,5576
1518878635,0,0,0,西体路支行,女,47.0,,,,中庸型,金卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,中贡献,高活跃,POS交易偏好型,资产均衡型,2139
1518878735,1,1,1,西体路支行,男,66.0,,,,稳健保守型,钻卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,高贡献,高活跃,手机银行偏好型,资产均衡型,5571
1518897429,0,1,0,锦兴支行,女,62.0,,,,稳健保守型,银卡,新客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,较低贡献,较高活跃,渠道均衡型,资产均衡型,5570
1518898133,0,0,1,神仙树支行,女,63.0,,,,稳健保守型,金卡,新客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,手机银行偏好型,基债偏好型,5533
1518901863,0,0,1,西体路支行,女,53.0,,,,中庸型,有效户,新客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,低贡献,低活跃,POS交易偏好型,基债偏好型,5540
1518904435,0,1,0,经开区支行,女,60.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,低贡献,较高活跃,渠道均衡型,基债偏好型,5544
1518919826,1,0,0,神仙树支行,男,75.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,渠道均衡型,资产均衡型,5545
1518921568,0,0,0,神仙树支行,女,31.0,,,,温和成长型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,POS交易偏好型,资产均衡型,5477
1518927474,0,0,0,蜀汉支行,男,44.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,高活跃,手机银行偏好型,定存偏好型,5345
1518931818,0,0,0,蜀汉支行,男,35.0,,,,温和成长型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,低活跃,自助设备偏好型,资产均衡型,5546
1518934124,0,0,0,铁像寺支行,男,68.0,,,,,无效户,新客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,中活跃,手机银行偏好型,定存偏好型,5656
1518935619,0,0,0,神仙树支行,女,42.0,未婚,,,稳健保守型,有效户,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,中活跃,POS交易偏好型,资产均衡型,5296
1518946012,0,1,0,骡马市支行,女,45.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,自助设备偏好型,资产均衡型,5660
1518950505,0,0,0,金牛支行,男,36.0,,,,,有效户,新客户,正常类,小微无贷户,,,,,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,低贡献,较高活跃,手机银行偏好型,活储偏好型,4909
1518996112,0,0,0,滨江支行,女,54.0,,,,,无效户,新客户,正常类,小微无贷户,,,,,,,大额消费行为,,,,,潜在高端客户,低贡献,中活跃,POS交易偏好型,活储偏好型,1946
1518997783,0,1,0,新津支行,女,37.0,,,,,金卡,新客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,手机银行偏好型,定存偏好型,1552
1519019298,0,1,1,光华支行,女,23.0,,,,中庸型,无效户,新客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,,,,,1893
1519023549,0,0,0,高新支行,女,41.0,,,,非常保守型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,高活跃,POS交易偏好型,定存偏好型,5236
1519023705,1,0,1,光华支行,男,57.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,高贡献,高活跃,手机银行偏好型,定存偏好型,4676
1519026493,0,1,1,都江堰支行,男,57.0,,,,中庸型,钻卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,中贡献,较高活跃,网银偏好型,资产均衡型,3248
1519026788,0,0,0,新都支行,女,52.0,,,,中庸型,银卡,新客户,正常类,小微无贷户,,,,非储中理财偏好,,购买了大额他行理财,,,,,,潜在高端客户,低贡献,较高活跃,网银偏好型,基债偏好型,3599
1519027675,1,0,0,锦兴支行,女,52.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,手机银行偏好型,定存偏好型,2305
1519029033,0,0,0,神仙树支行,男,62.0,,,,温和成长型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,高活跃,POS交易偏好型,资产均衡型,5012
1519046033,0,1,1,西体路支行,男,59.0,,,,稳健保守型,金卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,购买了大额他行理财,,,,,,潜在高端客户,中贡献,高活跃,手机银行偏好型,资产均衡型,2505
1519047631,0,0,0,锦江支行,男,27.0,未婚,,,,金卡,新客户,正常类,小微无贷户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,自助设备偏好型,定存偏好型,1167
1519048729,0,0,1,都江堰支行,女,46.0,,,,积极成长型,有效户,新客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,低贡献,中活跃,柜台偏好型,基债偏好型,3822
1519048757,1,0,0,东风支行,男,53.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,较高活跃,自助设备偏好型,资产均衡型,4349
1519048922,0,0,0,蜀汉支行,男,61.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,手机银行偏好型,理财偏好型,4132
1519059628,0,1,1,温江支行,女,57.0,,,,中庸型,金卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,中贡献,高活跃,渠道均衡型,资产均衡型,3088
1519061082,1,0,1,东风支行,女,57.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,高活跃,手机银行偏好型,定存偏好型,5346
1519079855,1,0,0,神仙树支行,女,52.0,,,,温和成长型,无效户,新客户,正常类,非小微客户,,,,,,,,,,,,,,,,,2839
1519080985,0,0,0,新都支行,男,49.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,手机银行偏好型,资产均衡型,5518
1519087505,0,0,0,九眼桥支行,男,53.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,高活跃,手机银行偏好型,资产均衡型,5402
1519093413,0,0,0,铁像寺支行,男,40.0,,,,,银卡,新客户,正常类,非小微客户,,,,,,,大额消费行为,,,,,潜在高端客户,较高贡献,高活跃,渠道均衡型,定存偏好型,5511
1519094702,0,0,1,崇州支行,女,43.0,,,,中庸型,有效户,新客户,正常类,小微无贷户,,,,非储中基金偏好,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,中活跃,自助设备偏好型,基债偏好型,4597
1519094824,0,1,1,建设路支行,女,60.0,,,,温和成长型,金卡,新客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,低贡献,较高活跃,柜台偏好型,基债偏好型,2317
1519096403,0,0,0,清江支行,女,47.0,,,,,无效户,新客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,高活跃,手机银行偏好型,定存偏好型,3775
1519103740,0,0,0,德阳分行,女,41.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,手机银行偏好型,理财偏好型,3896
1519105869,0,1,1,崇州支行,女,51.0,,,,温和成长型,金卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,手机银行偏好型,资产均衡型,1885
1519107971,0,0,0,荷花池支行,女,22.0,,,,,有效户,新客户,正常类,小微无贷户,,,,,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,POS交易偏好型,定存偏好型,2102
1519109075,0,0,0,德阳分行,男,27.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,大额消费行为,,,从事优质行业,,潜在高端客户,低贡献,较高活跃,手机银行偏好型,活储偏好型,661
1519109126,0,0,0,永丰支行,女,33.0,未婚,,,,有效户,新客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,,,,中贡献,较高活跃,手机银行偏好型,贷款偏好型,4261
1519109613,1,0,1,铁像寺支行,女,53.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,中贡献,较高活跃,渠道均衡型,基债偏好型,4218
1519109862,1,0,0,九眼桥支行,女,42.0,,,,中庸型,金卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,中活跃,POS交易偏好型,定存偏好型,2683
1519126006,0,0,0,金牛支行,女,55.0,,,,积极成长型,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,低活跃,POS交易偏好型,定存偏好型,1077
1519128087,0,0,0,崇州支行,男,69.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,大额消费行为,,,,,潜在高端客户,较低贡献,高活跃,POS交易偏好型,活储偏好型,4536
1519132475,0,1,0,金牛支行,女,61.0,,,,中庸型,金卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,中贡献,较高活跃,柜台偏好型,资产均衡型,4396
1519133410,1,1,0,神仙树支行,男,65.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,低贡献,较高活跃,渠道均衡型,基债偏好型,1283
1519137530,1,1,0,金牛支行,女,45.0,,,,稳健保守型,金卡,新客户,正常类,小微无贷户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,定存偏好型,2479
1519149231,1,0,0,蜀汉支行,女,40.0,,,,温和成长型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,高活跃,自助设备偏好型,资产均衡型,4877
1519152829,0,0,1,高新支行,男,79.0,,,,温和成长型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,较高活跃,手机银行偏好型,资产均衡型,2865
1519162920,0,0,0,郫县支行,男,65.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,较高活跃,柜台偏好型,活储偏好型,986
1519162970,0,0,0,郫县支行,女,34.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,低活跃,柜台偏好型,活储偏好型,3723
1519179935,0,0,0,神仙树支行,男,84.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,中活跃,网银偏好型,资产均衡型,3098
1519187558,0,0,0,金牛支行,女,27.0,,,,,钻卡,新客户,正常类,小微无贷户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,网银偏好型,定存偏好型,3881
1519189370,1,0,1,清江支行,女,80.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,手机银行偏好型,定存偏好型,1348
1519191773,0,0,1,都江堰支行,男,74.0,,,,积极成长型,钻卡,新客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,高贡献,高活跃,渠道均衡型,资产均衡型,1444
1519192630,1,0,0,清江支行,女,77.0,,,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,POS交易偏好型,资产均衡型,4272
1519193325,0,0,0,荷花池支行,男,47.0,,,,,有效户,新客户,正常类,非小微客户,住房按揭,,,,,,,,,,,,较高贡献,低活跃,POS交易偏好型,贷款偏好型,2728
1519194819,1,0,0,新津支行,男,44.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,较高活跃,手机银行偏好型,定存偏好型,4593
1519196921,1,1,0,滨江支行,女,53.0,,,,非常保守型,钻卡,新客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,自助设备偏好型,定存偏好型,4808
1519197936,1,0,0,青羊支行,女,54.0,未婚,,,温和成长型,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,中活跃,自助设备偏好型,定存偏好型,1100
